Sl No.,Time,FES102_pH,AL_VSP1_GCB1B_SCB_102-pH - (pH) Raw,SCRUBBER_SCB_103_GCB1C-pH - (pH) Raw,SCB_301-pH - (pH) Raw,SCB_302-pH - (pH) Raw,SCB_303-pH - (pH) Raw,LL_VSP1_OCB_SCB_304-pH - (pH) Raw,LL_VSP1_GCB2_SCB_501-pH - (pH) Raw,LL_VSP1_GCB3_SCB_502-pH - (pH) Raw,LL_VSP1_GCB4_SCB_601-pH - (pH) Raw,SCB_604-pH - (pH) Raw,SCB_605-pH - (pH) Raw,SCB_606-pH - (pH) Raw,LL_VSP1_GCB7_SCB_901-pH - (pH) Raw,LL_VSP1_RM_SCB_105-pH - (pH) Raw,LL_VSP1_EHS_SCB_106-pH - (pH) Raw,LL_VSP1_EHS_SCB_107-pH - (pH) Raw,Ammonia_Scrubber-pH - (pH) Raw,LL_VSP1_RM_SCB_104-pH - (pH) Raw,FES_101_RM-pH - (pH) Raw,Ambient_VOC,AQMS2_VOC,Year,Month,Day,Date,Average_pH,Max_pH,Min_pH,pH_Range,pH_Change,Primary_VOC,VOC_Change,VOC_Rolling_7,VOC_STD_7,pH_Rolling_7,VOC_Rate,Stability_Index,Day_Name,Month_Name,pH_Status,VOC_Status,ML_Anomaly_Score,ML_Is_Anomaly,ML_Primary_Driver,ML_Anomaly_Explanation
59,2026-02-28,9.5,7.36,8.81,11.52,7.47,11.79,9.5,13.46,13.47,14.0,7.21,10.96,12.6,11.42,11.1,6.89,9.19,9.8,10.82,,0.0,0.23,2026,2,28,2026-02-28,10.361578947368422,14.0,6.89,7.11,0.0084210526315793,0.23,0.0,0.2428571428571428,0.0438612531035026,10.026704260651629,0.0,99.9157894736842,Saturday,February,Normal,Low,0.171,1,Average_pH,Operational values within normal multidimensional clusters.
60,2026-03-01,9.5,7.32,8.81,11.5,7.12,11.84,9.5,10.5,13.48,14.0,7.21,11.25,12.75,11.42,11.05,6.89,9.18,9.8,10.82,,0.0,0.24,2026,3,1,2026-03-01,10.207368421052632,14.0,6.89,7.11,-0.15421052631579,0.24,0.0099999999999999,0.2428571428571428,0.0438612531035026,10.083947368421052,4.347826086956519,98.45789473684208,Sunday,March,Normal,Low,0.176,1,Max_pH,Operational values within normal multidimensional clusters.
61,2026-03-02,9.5,7.33,8.81,10.87,7.46,11.39,9.5,13.63,13.48,14.0,7.21,11.04,12.68,11.41,11.03,6.88,9.2,9.8,10.82,,0.0,0.3,2026,3,2,2026-03-02,10.317894736842105,14.0,6.88,7.12,0.1105263157894729,0.3,0.06,0.2371428571428571,0.0292770021884559,10.159916457811194,25.0,98.89473684210527,Monday,March,Normal,Low,0.245,1,Average_pH,Operational values within normal multidimensional clusters.
62,2026-03-03,9.5,7.33,8.81,10.53,7.26,10.75,9.5,7.06,13.52,13.96,7.21,11.14,11.54,11.41,11.02,6.89,9.2,9.8,10.83,,0.0,0.26,2026,3,3,2026-03-03,9.855789473684212,13.96,6.89,7.070000000000001,-0.462105263157893,0.26,-0.0399999999999999,0.2442857142857142,0.0276026223736941,10.166457811194652,-13.33333333333333,95.37894736842108,Tuesday,March,Normal,Low,0.326,1,pH_Change,Operational values within normal multidimensional clusters.
63,2026-03-04,9.5,7.32,8.81,10.59,7.06,10.13,9.5,13.57,13.56,13.96,7.21,11.35,10.33,11.41,11.01,6.89,9.15,9.8,10.83,,0.0,0.18,2026,3,4,2026-03-04,10.104210526315793,13.96,6.89,7.070000000000001,0.2484210526315795,0.18,-0.08,0.2385714285714285,0.0362530786869986,10.190075187969926,-30.76923076923077,97.5157894736842,Wednesday,March,Normal,Low,0.263,1,pH_Rolling_7,Operational values within normal multidimensional clusters.
64,2026-03-05,9.5,7.33,8.81,10.66,7.09,10.35,9.5,12.18,13.58,13.96,7.21,11.14,11.84,11.4,11.0,0.91,1.88,9.8,10.81,,0.0,0.22,2026,3,5,2026-03-05,9.41842105263158,13.96,0.91,13.05,-0.6857894736842116,0.22,0.04,0.2371428571428571,0.0368394198806503,10.088345864661656,22.222222222222232,93.14210526315787,Thursday,March,Low,Low,0.642,-1,Stability_Index,Multi-sensor outlier state detected. Primary driver: 'Stability_Index' showing a 3.64x standard deviation from normal mean operating baselines.
65,2026-03-06,9.5,7.31,8.81,10.71,7.05,10.59,9.5,8.82,13.56,13.96,7.21,11.22,12.62,11.41,11.01,0.91,0.17,9.8,10.83,,0.0,0.25,2026,3,6,2026-03-06,9.21,13.96,0.17,13.79,-0.2084210526315786,0.25,0.03,0.24,0.0369684550213647,9.925037593984964,13.636363636363647,97.9157894736842,Friday,March,Low,Low,0.552,1,Min_pH,Operational values within normal multidimensional clusters.
66,2026-03-07,9.5,7.3,8.81,10.72,7.06,10.78,9.5,10.98,13.54,13.96,7.21,11.45,12.52,11.41,10.97,6.89,8.89,9.8,10.83,,0.0,0.2,2026,3,7,2026-03-07,10.111578947368423,13.96,6.89,7.070000000000001,0.9015789473684226,0.2,-0.0499999999999999,0.2357142857142857,0.0399404318358989,9.889323308270678,-20.0,90.98421052631578,Saturday,March,Normal,Low,0.522,1,Stability_Index,Operational values within normal multidimensional clusters.
67,2026-03-08,9.5,7.25,8.81,10.86,7.06,10.94,9.5,13.05,13.52,13.96,7.21,11.37,12.49,11.42,10.96,6.89,9.01,9.8,10.83,,0.0,0.22,2026,3,8,2026-03-08,10.233157894736843,13.96,6.89,7.070000000000001,0.1215789473684196,0.22,0.0199999999999999,0.2328571428571428,0.0402965199962666,9.893007518796994,9.999999999999986,98.7842105263158,Sunday,March,Normal,Low,0.143,1,Average_pH,Operational values within normal multidimensional clusters.
68,2026-03-09,9.5,7.24,8.81,10.81,7.07,10.98,9.5,10.71,13.5,12.1,7.21,11.39,12.47,11.42,10.94,6.89,9.01,9.8,10.83,,0.0,0.2,2026,3,9,2026-03-09,10.009473684210526,13.5,6.89,6.61,-0.2236842105263168,0.2,-0.0199999999999999,0.2185714285714285,0.0285356919363401,9.848947368421053,-9.090909090909085,97.76315789473684,Monday,March,Normal,Low,0.143,1,pH_Change,Operational values within normal multidimensional clusters.
69,2026-03-10,9.5,7.27,8.81,10.77,7.06,10.92,9.5,11.08,13.47,8.25,7.21,11.11,12.58,11.42,10.93,6.89,8.99,9.8,10.4,,0.0,0.19,2026,3,10,2026-03-10,9.787368421052632,13.47,6.89,6.580000000000001,-0.2221052631578945,0.19,-0.01,0.2085714285714285,0.0234012616672486,9.839172932330827,-5.000000000000004,97.77894736842106,Tuesday,March,Normal,Low,0.138,1,pH_Change,Operational values within normal multidimensional clusters.
70,2026-03-11,9.5,7.31,8.81,10.87,7.06,10.71,9.51,12.04,13.49,8.25,7.21,11.45,12.57,11.42,10.92,6.89,9.06,9.8,10.83,,0.0,0.24,2026,3,11,2026-03-11,9.878947368421054,13.49,6.89,6.6000000000000005,0.091578947368422,0.24,0.0499999999999999,0.2171428571428571,0.0221466970556827,9.80699248120301,26.315789473684205,99.0842105263158,Wednesday,March,Normal,Low,0.066,1,VOC_Rolling_7,Operational values within normal multidimensional clusters.
71,2026-03-12,9.5,7.34,8.81,10.85,7.06,10.62,9.51,12.74,13.57,8.25,7.21,11.23,12.09,11.42,10.9,6.89,9.04,9.8,10.83,,0.0,0.25,2026,3,12,2026-03-12,9.876842105263158,13.57,6.89,6.680000000000001,-0.0021052631578957,0.25,0.01,0.2214285714285714,0.0254483604112139,9.87248120300752,4.166666666666674,99.97894736842105,Thursday,March,Normal,Low,0.06,1,VOC_Rolling_7,Operational values within normal multidimensional clusters.
72,2026-03-13,9.5,7.33,8.82,10.74,7.06,10.76,9.51,12.59,13.53,8.24,7.21,11.52,11.04,11.42,11.0,6.89,8.91,9.8,10.83,,0.0,0.22,2026,3,13,2026-03-13,9.826315789473686,13.53,6.89,6.64,-0.0505263157894724,0.22,-0.03,0.2171428571428571,0.0221466970556827,9.960526315789476,-12.0,99.49473684210528,Friday,March,Normal,Low,0.074,1,VOC_Rolling_7,Operational values within normal multidimensional clusters.
73,2026-03-14,9.5,7.32,8.81,10.66,7.06,10.81,9.51,9.67,13.46,8.25,7.21,11.27,10.47,11.43,10.91,6.89,8.94,9.8,10.84,,0.0,0.13,2026,3,14,2026-03-14,9.621578947368423,13.46,6.89,6.570000000000001,-0.2047368421052624,0.13,-0.09,0.2071428571428571,0.0398807746975429,9.890526315789474,-40.90909090909091,97.95263157894738,Saturday,March,Normal,Low,0.227,1,Primary_VOC,Operational values within normal multidimensional clusters.
74,2026-03-15,9.5,7.32,8.81,10.52,7.07,10.8,9.51,6.43,13.4,8.24,7.2,11.54,10.23,11.44,10.9,6.89,8.84,9.8,10.83,,0.0,0.15,2026,3,15,2026-03-15,9.435263157894738,13.4,6.43,6.970000000000001,-0.1863157894736851,0.15,0.0199999999999999,0.1971428571428571,0.0446147530585587,9.77654135338346,15.384615384615374,98.13684210526316,Sunday,March,Low,Low,0.259,1,VOC_Rolling_7,Operational values within normal multidimensional clusters.
75,2026-03-16,9.5,7.34,8.81,10.65,7.05,10.86,9.51,13.34,13.48,8.24,7.21,11.26,10.94,11.43,10.97,6.88,9.05,9.8,10.84,,0.0,0.14,2026,3,16,2026-03-16,9.850526315789477,13.48,6.88,6.6000000000000005,0.4152631578947385,0.14,-0.0099999999999999,0.1885714285714285,0.0494734175858009,9.753834586466168,-6.666666666666654,95.8473684210526,Monday,March,Normal,Low,0.286,1,pH_Change,Operational values within normal multidimensional clusters.
76,2026-03-17,9.5,7.35,8.81,10.67,7.09,10.83,9.51,13.25,13.49,8.24,7.21,11.17,12.93,11.44,11.29,6.88,8.99,9.8,10.83,,0.0,0.19,2026,3,17,2026-03-17,9.962105263157897,13.49,6.88,6.61,0.1115789473684198,0.19,0.0499999999999999,0.1885714285714285,0.0494734175858009,9.778796992481205,35.7142857142857,98.8842105263158,Tuesday,March,Normal,Low,0.121,1,VOC_Rolling_7,Operational values within normal multidimensional clusters.
77,2026-03-18,9.5,7.36,8.81,10.68,7.04,10.81,9.51,13.04,13.44,8.24,7.21,11.38,12.75,11.43,11.13,6.88,9.0,9.8,10.84,,0.0,0.12,2026,3,18,2026-03-18,9.939473684210528,13.44,6.88,6.56,-0.0226315789473687,0.12,-0.07,0.1714285714285714,0.0494734175858008,9.787443609022558,-36.8421052631579,99.77368421052633,Wednesday,March,Normal,Low,0.166,1,VOC_Rolling_7,Operational values within normal multidimensional clusters.
78,2026-03-19,9.5,7.36,8.81,10.73,6.99,10.79,9.51,10.28,13.41,8.24,7.21,11.0,12.73,11.43,10.97,1.73,2.87,9.8,10.81,,0.0,0.19,2026,3,19,2026-03-19,9.16684210526316,13.41,1.73,11.68,-0.7726315789473688,0.19,0.07,0.1628571428571428,0.0372890894294319,9.686015037593986,58.33333333333335,92.27368421052633,Thursday,March,Low,Low,0.737,-1,Stability_Index,Multi-sensor outlier state detected. Primary driver: 'Stability_Index' showing a 4.18x standard deviation from normal mean operating baselines.
79,2026-03-20,9.5,7.35,8.81,10.53,6.97,10.8,9.51,13.16,13.38,8.24,7.21,11.29,12.81,11.45,10.88,1.73,2.87,9.8,10.81,,0.0,0.21,2026,3,20,2026-03-20,9.321052631578947,13.38,1.73,11.65,0.15421052631579,0.21,0.0199999999999999,0.1614285714285714,0.0348466026218582,9.613834586466169,10.526315789473673,98.45789473684208,Friday,March,Low,Low,0.432,1,Min_pH,Operational values within normal multidimensional clusters.
80,2026-03-21,9.5,7.35,8.81,10.06,6.99,10.79,9.51,13.1,12.35,8.24,7.21,11.35,12.86,11.46,10.96,1.73,2.87,9.8,10.82,,0.0,0.25,2026,3,21,2026-03-21,9.250526315789475,13.1,1.73,11.37,-0.0705263157894737,0.25,0.04,0.1785714285714285,0.0448807944925855,9.560827067669177,19.047619047619047,99.29473684210528,Saturday,March,Low,Low,0.428,1,Min_pH,Operational values within normal multidimensional clusters.
81,2026-03-22,9.5,7.32,8.81,10.41,6.97,10.78,9.51,12.99,9.69,8.24,7.21,11.49,12.4,11.44,10.86,8.43,8.34,9.8,10.83,,0.0,0.3,2026,3,22,2026-03-22,9.737894736842108,12.99,6.97,6.0200000000000005,0.4873684210526328,0.3,0.0499999999999999,0.1999999999999999,0.0616441400296897,9.604060150375943,20.0,95.12631578947368,Sunday,March,Normal,Low,0.357,1,pH_Change,Operational values within normal multidimensional clusters.
82,2026-03-23,9.5,7.37,8.81,10.68,6.92,10.78,9.51,9.7,9.69,8.24,7.21,11.34,11.97,11.44,10.83,8.43,8.34,9.8,10.83,,0.0,0.28,2026,3,23,2026-03-23,9.54684210526316,11.97,6.92,5.050000000000001,-0.1910526315789482,0.28,-0.0199999999999999,0.22,0.0616441400296897,9.560676691729324,-6.666666666666654,98.08947368421052,Monday,March,Normal,Low,0.285,1,Max_pH,Operational values within normal multidimensional clusters.
83,2026-03-24,9.5,7.36,8.81,10.59,6.87,10.77,9.51,3.37,9.69,8.25,7.21,11.23,12.69,11.44,10.79,8.63,8.63,9.8,10.83,,0.0,0.24,2026,3,24,2026-03-24,9.26157894736842,12.69,3.37,9.32,-0.2852631578947395,0.24,-0.04,0.2271428571428571,0.0604743156814763,9.4606015037594,-14.285714285714302,97.1473684210526,Tuesday,March,Low,Low,0.409,1,Average_pH,Operational values within normal multidimensional clusters.
84,2026-03-25,9.5,7.36,8.81,10.59,6.87,10.77,9.51,3.37,9.69,8.25,7.21,11.23,12.69,11.44,10.79,8.63,8.63,9.8,10.83,,0.0,0.21,2026,3,25,2026-03-25,9.26157894736842,12.69,3.37,9.32,0.0,0.21,-0.03,0.24,0.04,9.363759398496242,-12.5,100.0,Wednesday,March,Low,Low,0.301,1,Average_pH,Operational values within normal multidimensional clusters.
85,2026-03-26,9.5,7.36,8.81,10.59,6.87,10.77,9.51,3.37,9.69,8.25,7.21,11.23,12.69,11.44,10.79,8.63,8.63,9.8,10.83,,0.0,0.31,2026,3,26,2026-03-26,9.26157894736842,12.69,3.37,9.32,0.0,0.31,0.1,0.2571428571428572,0.0407080195679286,9.377293233082709,47.61904761904763,100.0,Thursday,March,Low,Low,0.374,1,Average_pH,Operational values within normal multidimensional clusters.
86,2026-03-27,9.5,7.36,8.81,10.59,6.87,10.77,9.51,3.37,9.69,8.25,7.21,11.23,12.69,11.44,10.79,8.63,8.63,9.8,10.83,,0.0,0.27,2026,3,27,2026-03-27,9.26157894736842,12.69,3.37,9.32,0.0,0.27,-0.0399999999999999,0.2657142857142857,0.0350509832753867,9.368796992481204,-12.9032258064516,100.0,Friday,March,Low,Low,0.288,1,Average_pH,Operational values within normal multidimensional clusters.
87,2026-03-28,9.5,7.34,8.82,10.76,6.73,10.96,9.51,13.35,9.69,8.25,7.21,11.37,10.81,11.41,10.7,8.43,8.34,9.8,10.84,,0.0,0.2,2026,3,28,2026-03-28,9.674736842105265,13.35,6.73,6.619999999999999,0.4131578947368446,0.2,-0.07,0.2585714285714285,0.0429839394148448,9.429398496240603,-25.92592592592593,95.86842105263156,Saturday,March,Normal,Low,0.301,1,pH_Change,Operational values within normal multidimensional clusters.
88,2026-03-29,9.5,7.33,8.82,10.79,6.83,10.95,9.51,13.3,9.69,8.26,7.21,11.37,12.0,11.42,10.72,8.64,8.82,9.8,10.84,,0.0,0.25,2026,3,29,2026-03-29,9.778947368421052,13.3,6.83,6.470000000000001,0.1042105263157875,0.25,0.0499999999999999,0.2514285714285714,0.0389138242053607,9.435263157894736,25.0,98.95789473684212,Sunday,March,Normal,Low,0.089,1,pH_Rolling_7,Operational values within normal multidimensional clusters.
89,2026-03-30,9.5,7.33,8.82,10.75,8.52,11.15,9.51,13.28,9.69,8.25,7.21,11.4,12.47,11.43,10.69,8.95,9.76,9.8,10.84,,0.0,0.24,2026,3,30,2026-03-30,9.965789473684213,13.28,7.21,6.069999999999999,0.1868421052631586,0.24,-0.01,0.2457142857142857,0.0369039938476144,9.495112781954887,-4.000000000000004,98.1315789473684,Monday,March,Normal,Low,0.114,1,pH_Change,Operational values within normal multidimensional clusters.
90,2026-03-31,9.5,7.21,8.82,10.8,8.63,11.3,9.51,13.25,9.69,8.25,7.21,11.48,12.68,11.43,10.67,9.69,9.71,9.8,10.84,,0.0,0.28,2026,3,31,2026-03-31,10.024736842105265,13.25,7.21,6.04,0.0589473684210535,0.28,0.04,0.2514285714285714,0.0389138242053607,9.604135338345865,16.666666666666675,99.41052631578948,Tuesday,March,Normal,Low,0.082,1,VOC_Rolling_7,Operational values within normal multidimensional clusters.
91,2026-04-01,9.5,7.01,8.81,10.62,8.41,11.54,9.51,13.2,9.69,7.7,7.21,11.47,12.71,11.43,10.67,10.21,9.73,9.8,10.84,,0.0,0.3,2026,4,1,2026-04-01,10.003157894736844,13.2,7.01,6.19,-0.0215789473684218,0.3,0.0199999999999999,0.2642857142857143,0.0377964473009228,9.710075187969924,7.14285714285714,99.78421052631576,Wednesday,April,Normal,Low,0.025,1,Average_pH,Operational values within normal multidimensional clusters.
92,2026-04-02,9.5,7.25,8.81,10.64,8.36,12.25,9.51,13.2,9.69,7.73,7.21,11.46,12.88,11.43,10.65,10.22,9.69,9.8,10.85,,0.0,0.32,2026,4,2,2026-04-02,10.059473684210529,13.2,7.21,5.989999999999999,0.0563157894736843,0.32,0.02,0.2657142857142857,0.039940431835899,9.82406015037594,6.666666666666665,99.43684210526315,Thursday,April,Normal,Low,0.043,1,Average_pH,Operational values within normal multidimensional clusters.
93,2026-04-03,9.5,7.3,8.81,10.7,8.24,12.34,9.51,13.2,9.69,8.29,7.21,11.16,12.87,11.43,10.64,10.22,9.69,9.8,10.85,,0.0,0.26,2026,4,3,2026-04-03,10.076315789473684,13.2,7.21,5.989999999999999,0.0168421052631568,0.26,-0.06,0.2642857142857143,0.039940431835899,9.940451127819548,-18.75,99.83157894736844,Friday,April,Normal,Low,0.047,1,Average_pH,Operational values within normal multidimensional clusters.
94,2026-04-04,9.5,7.32,8.81,10.76,8.12,12.31,9.51,13.2,9.69,8.28,7.21,11.19,12.92,11.44,10.64,10.21,9.71,9.8,10.85,,0.0,0.27,2026,4,4,2026-04-04,10.07736842105263,13.2,7.21,5.989999999999999,0.0010526315789469,0.27,0.01,0.2742857142857143,0.0281999662276057,9.99796992481203,3.846153846153855,99.98947368421054,Saturday,April,Normal,Low,0.056,1,Average_pH,Operational values within normal multidimensional clusters.
